,x,y,w,h,score,match
64,178,1706,30,30,0.84548527,small_round.jpg
63,197,1664,30,30,0.83063555,small_round.jpg
62,211,1625,30,30,0.8524791,small_round.jpg
46,266,1486,30,30,0.8819018,03_18_2023 LG 282 copy.jpg
61,290,1447,30,30,0.857796,small_round.jpg
17,310,1577,30,30,0.7815242,round_light.jpg
45,318,1380,30,30,0.88074243,03_18_2023 LG 282 copy.jpg
44,350,1309,30,30,0.86279553,03_18_2023 LG 282 copy.jpg
43,369,1272,30,30,0.8709291,03_18_2023 LG 282 copy.jpg
42,386,1234,30,30,0.8830994,03_18_2023 LG 282 copy.jpg
58,408,1195,30,30,0.7635597,small_round.jpg
6,435,1483,30,30,0.75574154,left_back_bent.jpg
41,439,1127,30,30,0.9008923,03_18_2023 LG 282 copy.jpg
60,463,1320,30,30,0.84046876,small_round.jpg
40,463,1082,30,30,0.90716916,03_18_2023 LG 282 copy.jpg
39,501,1005,30,30,0.9038851,03_18_2023 LG 282 copy.jpg
38,523,965,30,30,0.82905215,03_18_2023 LG 282 copy.jpg
37,546,920,30,30,0.86997515,03_18_2023 LG 282 copy.jpg
36,569,880,30,30,0.88681203,03_18_2023 LG 282 copy.jpg
35,614,797,30,30,0.87293965,03_18_2023 LG 282 copy.jpg
5,633,1075,30,30,0.7505867,left_back_bent.jpg
34,639,753,30,30,0.79889256,03_18_2023 LG 282 copy.jpg
4,672,1028,30,30,0.7725474,left_back_bent.jpg
33,689,663,30,30,0.8772139,03_18_2023 LG 282 copy.jpg
3,702,969,30,30,0.7501401,left_back_bent.jpg
52,721,620,30,30,0.7964845,small_round.jpg
32,743,578,30,30,0.88478804,03_18_2023 LG 282 copy.jpg
31,773,537,30,30,0.90079314,03_18_2023 LG 282 copy.jpg
30,806,491,30,30,0.90637153,03_18_2023 LG 282 copy.jpg
2,828,540,30,30,0.79779184,left_back_bent.jpg
29,840,446,30,30,0.87549114,03_18_2023 LG 282 copy.jpg
49,875,405,30,30,0.8544141,small_round.jpg
1,917,446,30,30,0.7587751,left_back_bent.jpg
28,937,336,30,30,0.8428835,03_18_2023 LG 282 copy.jpg
15,984,315,30,30,0.797832,round_light.jpg
12,1031,270,30,30,0.81171703,round_light.jpg
7,1071,237,30,30,0.8697076,12_20_2022 LG 282 copy 2.jpg
22,1172,179,30,30,0.8438772,middle round.jpg
24,1202,222,30,30,0.8085004,middle round.jpg
19,1220,169,30,30,0.9022116,middle round.jpg
23,1252,212,30,30,0.8084316,middle round.jpg
18,1272,160,30,30,0.8451624,middle round.jpg
11,1328,212,30,30,0.78496295,round_light.jpg
71,1359,159,30,30,0.8600758,12_20_2022 LG 282 copy.jpg
20,1406,169,30,30,0.850462,middle round.jpg
21,1457,176,30,30,0.8535004,middle round.jpg
48,1553,229,30,30,0.8139135,small_round.jpg
13,1613,276,30,30,0.87702996,round_light.jpg
14,1663,311,30,30,0.8207535,round_light.jpg
10,1674,199,30,30,0.7706678,round_light.jpg
0,1704,238,30,30,0.8127649,left_back_bent.jpg
8,1728,382,30,30,0.8290434,12_20_2022 LG 282 copy 2.jpg
50,1760,418,30,30,0.79384035,small_round.jpg
25,1796,453,30,30,0.8329672,middle round.jpg
16,1832,506,30,30,0.80131567,round_light.jpg
66,1857,547,30,30,0.7753279,left_angled.jpg
51,1879,590,30,30,0.82866424,small_round.jpg
53,1905,631,30,30,0.8136157,small_round.jpg
54,1929,677,30,30,0.78953266,small_round.jpg
67,1962,716,30,30,0.75671184,left_angled.jpg
68,1981,757,30,30,0.76152134,left_angled.jpg
9,2013,840,30,30,0.86217874,12_20_2022 LG 282 copy 2.jpg
26,2037,879,30,30,0.84269947,middle round.jpg
27,2060,927,30,30,0.80541277,middle round.jpg
55,2113,1053,30,30,0.83273256,small_round.jpg
56,2130,1095,30,30,0.84435624,small_round.jpg
57,2148,1135,30,30,0.83580405,small_round.jpg
59,2182,1207,30,30,0.7919169,small_round.jpg
69,2262,1392,30,30,0.7895779,left_angled.jpg
65,2390,1724,30,30,0.81722564,small_round.jpg
47,2418,1809,30,30,0.7582439,03_18_2023 LG 282 copy.jpg
70,2451,1897,30,30,0.7607017,left_angled.jpg
