,x,y,w,h,score,match
47,86,1868,30,30,0.8112029,small_round.jpg
38,95,1812,30,30,0.82331055,03_18_2023 LG 282 copy.jpg
46,116,1754,30,30,0.8679232,small_round.jpg
65,144,1661,30,30,0.8338931,12_20_2022 LG 282 copy.jpg
12,162,1623,30,30,0.9022209,top_left.jpg
11,190,1552,30,30,0.8855769,top_left.jpg
5,248,1419,30,30,0.868848,left_back_bent.jpg
4,299,1308,30,30,0.88273287,left_back_bent.jpg
3,328,1233,30,30,0.8787344,left_back_bent.jpg
10,372,1111,30,30,0.8515358,top_left.jpg
40,390,1072,30,30,0.825955,small_round.jpg
31,404,1033,30,30,0.8365844,03_18_2023 LG 282 copy.jpg
30,423,993,30,30,0.8851731,03_18_2023 LG 282 copy.jpg
54,448,954,30,30,0.80899954,left_angled.jpg
53,470,912,30,30,0.86541206,left_angled.jpg
52,490,868,30,30,0.87249184,left_angled.jpg
1,514,829,30,30,0.86497,left_back_bent.jpg
39,529,773,30,30,0.9035132,small_round.jpg
51,578,694,30,30,0.83905256,left_angled.jpg
50,627,607,30,30,0.8188034,left_angled.jpg
29,644,562,30,30,0.8253247,03_18_2023 LG 282 copy.jpg
16,656,477,30,30,0.8471131,round_light.jpg
49,680,521,30,30,0.8315525,left_angled.jpg
27,713,467,30,30,0.86519206,middle round.jpg
48,741,435,30,30,0.7834408,left_angled.jpg
15,767,378,30,30,0.78178245,right_small_weird.jpg
0,808,360,30,30,0.8050745,left_back_bent.jpg
28,860,280,30,30,0.7637004,03_18_2023 LG 282 copy.jpg
14,916,228,30,30,0.7554122,right_small_weird.jpg
13,959,200,30,30,0.7840034,right_small_weird.jpg
26,1011,180,30,30,0.83177143,middle round.jpg
24,1105,141,30,30,0.8723447,middle round.jpg
22,1153,130,30,30,0.951014,middle round.jpg
20,1196,124,30,30,0.91482604,middle round.jpg
21,1242,127,30,30,0.91113025,middle round.jpg
23,1288,130,30,30,0.88315207,middle round.jpg
25,1381,166,30,30,0.75992405,middle round.jpg
55,1425,183,30,30,0.765022,12_20_2022 LG 282 copy.jpg
56,1479,210,30,30,0.8434139,12_20_2022 LG 282 copy.jpg
58,1502,298,30,30,0.76933116,12_20_2022 LG 282 copy.jpg
57,1539,249,30,30,0.8398922,12_20_2022 LG 282 copy.jpg
59,1609,318,30,30,0.8413794,12_20_2022 LG 282 copy.jpg
6,1656,345,30,30,0.8677871,top_left.jpg
7,1723,424,30,30,0.86224204,top_left.jpg
8,1754,464,30,30,0.83775824,top_left.jpg
60,1776,511,30,30,0.88019586,12_20_2022 LG 282 copy.jpg
9,1817,546,30,30,0.7970711,top_left.jpg
61,1834,589,30,30,0.7740867,12_20_2022 LG 282 copy.jpg
62,1884,669,30,30,0.7608771,12_20_2022 LG 282 copy.jpg
63,1932,743,30,30,0.83671993,12_20_2022 LG 282 copy.jpg
64,2032,908,30,30,0.8307695,12_20_2022 LG 282 copy.jpg
2,2084,992,30,30,0.83688086,left_back_bent.jpg
32,2117,1060,30,30,0.8220497,03_18_2023 LG 282 copy.jpg
33,2156,1132,30,30,0.8255879,03_18_2023 LG 282 copy.jpg
41,2184,1165,30,30,0.8399468,small_round.jpg
34,2212,1239,30,30,0.87089,03_18_2023 LG 282 copy.jpg
42,2248,1308,30,30,0.82381546,small_round.jpg
35,2298,1416,30,30,0.7641419,03_18_2023 LG 282 copy.jpg
17,2304,1580,30,30,0.81056535,round_light.jpg
36,2333,1486,30,30,0.77781343,03_18_2023 LG 282 copy.jpg
37,2365,1562,30,30,0.86715966,03_18_2023 LG 282 copy.jpg
43,2407,1638,30,30,0.8400628,small_round.jpg
44,2425,1682,30,30,0.78359896,small_round.jpg
45,2448,1734,30,30,0.771836,small_round.jpg
18,2493,1872,30,30,0.77088934,round_light.jpg
19,2525,1905,30,30,0.7797309,round_light.jpg
