,x,y,w,h,score,match
30,130,1836,30,30,0.8427164,middle round.jpg
13,143,1797,30,30,0.86612326,left_back_bent.jpg
12,160,1750,30,30,0.8550012,left_back_bent.jpg
11,174,1710,30,30,0.8640689,left_back_bent.jpg
31,175,1883,30,30,0.78034073,middle round.jpg
10,202,1632,30,30,0.87320596,left_back_bent.jpg
9,227,1561,30,30,0.85953856,left_back_bent.jpg
8,255,1492,30,30,0.83053887,left_back_bent.jpg
47,273,1414,30,30,0.781433,03_18_2023 LG 282 copy.jpg
6,303,1340,30,30,0.85128456,left_back_bent.jpg
7,311,1389,30,30,0.78935355,left_back_bent.jpg
24,352,1233,30,30,0.8770168,round_light.jpg
42,359,1189,30,30,0.78088266,03_18_2023 LG 282 copy.jpg
41,386,1142,30,30,0.8434246,03_18_2023 LG 282 copy.jpg
5,502,980,30,30,0.8154326,left_back_bent.jpg
38,535,813,30,30,0.82139736,03_18_2023 LG 282 copy.jpg
61,556,764,30,30,0.8114338,small_round.jpg
4,588,814,30,30,0.7676431,left_back_bent.jpg
37,600,680,30,30,0.83634156,03_18_2023 LG 282 copy.jpg
36,621,635,30,30,0.768193,03_18_2023 LG 282 copy.jpg
35,702,498,30,30,0.7905932,03_18_2023 LG 282 copy.jpg
3,707,588,30,30,0.80248237,left_back_bent.jpg
2,724,548,30,30,0.81859034,left_back_bent.jpg
34,731,452,30,30,0.7725725,03_18_2023 LG 282 copy.jpg
16,751,498,30,30,0.78257257,top_left.jpg
33,763,415,30,30,0.84792626,03_18_2023 LG 282 copy.jpg
15,809,415,30,30,0.78198093,top_left.jpg
32,858,304,30,30,0.7707815,03_18_2023 LG 282 copy.jpg
1,873,350,30,30,0.7931944,left_back_bent.jpg
21,957,233,30,30,0.7692645,round_light.jpg
65,1001,184,30,30,0.7682132,12_20_2022 LG 282 copy.jpg
29,1046,172,30,30,0.90662634,middle round.jpg
54,1092,162,30,30,0.77671033,small_round.jpg
27,1143,143,30,30,0.8416417,middle round.jpg
0,1164,218,30,30,0.7641232,left_back_bent.jpg
17,1192,157,30,30,0.80566794,round_light.jpg
64,1237,133,30,30,0.8862733,12_20_2022 LG 282 copy.jpg
26,1282,141,30,30,0.831234,middle round.jpg
28,1330,149,30,30,0.89891964,middle round.jpg
18,1385,180,30,30,0.77079827,round_light.jpg
19,1393,218,30,30,0.76013964,round_light.jpg
55,1428,194,30,30,0.8166087,small_round.jpg
20,1489,232,30,30,0.91336113,round_light.jpg
22,1540,278,30,30,0.86038023,round_light.jpg
56,1571,300,30,30,0.8557316,small_round.jpg
57,1642,374,30,30,0.81859297,small_round.jpg
66,1680,408,30,30,0.79675126,12_20_2022 LG 282 copy.jpg
58,1712,452,30,30,0.8512557,small_round.jpg
59,1744,497,30,30,0.80806303,small_round.jpg
60,1778,542,30,30,0.85583836,small_round.jpg
63,1841,621,30,30,0.78374946,left_angled.jpg
14,1871,1873,30,30,0.7507792,left_back_bent.jpg
67,1878,695,30,30,0.8885335,12_20_2022 LG 282 copy.jpg
68,1947,816,30,30,0.88828295,12_20_2022 LG 282 copy.jpg
23,2014,955,30,30,0.8817576,round_light.jpg
39,2053,1027,30,30,0.87958,03_18_2023 LG 282 copy.jpg
62,2098,1095,30,30,0.8141904,small_round.jpg
40,2106,1137,30,30,0.8456071,03_18_2023 LG 282 copy.jpg
43,2152,1207,30,30,0.86121184,03_18_2023 LG 282 copy.jpg
44,2170,1243,30,30,0.81880194,03_18_2023 LG 282 copy.jpg
45,2189,1279,30,30,0.7774427,03_18_2023 LG 282 copy.jpg
46,2237,1388,30,30,0.81883806,03_18_2023 LG 282 copy.jpg
48,2270,1457,30,30,0.861594,03_18_2023 LG 282 copy.jpg
49,2323,1562,30,30,0.79305995,03_18_2023 LG 282 copy.jpg
50,2338,1601,30,30,0.84230965,03_18_2023 LG 282 copy.jpg
51,2357,1636,30,30,0.8014897,03_18_2023 LG 282 copy.jpg
25,2365,1872,30,30,0.7854088,round_light.jpg
52,2392,1717,30,30,0.89977497,03_18_2023 LG 282 copy.jpg
53,2428,1827,30,30,0.8252778,03_18_2023 LG 282 copy.jpg
