,x,y,w,h,score,match
39,164,1909,30,30,0.76464415,round_light.jpg
6,271,1794,30,30,0.80050075,top_left.jpg
5,307,1706,30,30,0.8081669,top_left.jpg
58,332,1443,30,30,0.7501955,03_18_2023 LG 282 copy.jpg
4,335,1638,30,30,0.81116664,top_left.jpg
64,363,1570,30,30,0.8039433,03_18_2023 LG 282 copy.jpg
62,380,1533,30,30,0.81521595,03_18_2023 LG 282 copy.jpg
61,396,1497,30,30,0.8510095,03_18_2023 LG 282 copy.jpg
57,431,1423,30,30,0.84388924,03_18_2023 LG 282 copy.jpg
54,482,1314,30,30,0.8650734,03_18_2023 LG 282 copy.jpg
71,508,1272,30,30,0.7853309,small_round.jpg
2,518,1493,30,30,0.76572275,left_back_bent.jpg
34,530,1236,30,30,0.81479037,round_light.jpg
52,543,1195,30,30,0.8371796,03_18_2023 LG 282 copy.jpg
8,570,1157,30,30,0.8401626,12_20_2022 LG 282 copy 2.jpg
51,585,1112,30,30,0.8122235,03_18_2023 LG 282 copy.jpg
49,606,1070,30,30,0.8514753,03_18_2023 LG 282 copy.jpg
47,653,988,30,30,0.8747986,03_18_2023 LG 282 copy.jpg
46,677,946,30,30,0.8273774,03_18_2023 LG 282 copy.jpg
31,711,905,30,30,0.7733593,round_light.jpg
43,727,856,30,30,0.8627284,03_18_2023 LG 282 copy.jpg
42,753,815,30,30,0.8720229,03_18_2023 LG 282 copy.jpg
41,779,771,30,30,0.8576846,03_18_2023 LG 282 copy.jpg
40,808,729,30,30,0.81235075,03_18_2023 LG 282 copy.jpg
1,817,805,30,30,0.77062815,left_back_bent.jpg
27,850,690,30,30,0.836329,round_light.jpg
0,858,726,30,30,0.77467394,left_back_bent.jpg
25,882,644,30,30,0.82273066,round_light.jpg
23,915,605,30,30,0.8378877,round_light.jpg
20,984,537,30,30,0.8354002,round_light.jpg
19,1016,506,30,30,0.799195,round_light.jpg
17,1067,463,30,30,0.8003783,round_light.jpg
15,1111,431,30,30,0.91187346,round_light.jpg
14,1203,389,30,30,0.936539,round_light.jpg
12,1257,373,30,30,0.918919,round_light.jpg
9,1306,370,30,30,0.91091305,round_light.jpg
10,1350,371,30,30,0.8534376,round_light.jpg
11,1398,371,30,30,0.91299736,round_light.jpg
7,1441,373,30,30,0.82980686,12_20_2022 LG 282 copy 2.jpg
13,1495,388,30,30,0.94193166,round_light.jpg
16,1595,433,30,30,0.9431463,round_light.jpg
18,1651,473,30,30,0.794005,round_light.jpg
21,1732,549,30,30,0.8758822,round_light.jpg
22,1769,586,30,30,0.8814656,round_light.jpg
24,1799,625,30,30,0.84739256,round_light.jpg
26,1828,665,30,30,0.82759356,round_light.jpg
28,1863,708,30,30,0.750338,round_light.jpg
29,1889,755,30,30,0.88210094,round_light.jpg
30,1917,799,30,30,0.85891473,round_light.jpg
36,1923,1848,30,30,0.77635425,round_light.jpg
44,1957,882,30,30,0.91359437,03_18_2023 LG 282 copy.jpg
45,1976,919,30,30,0.8915725,03_18_2023 LG 282 copy.jpg
37,1983,1873,30,30,0.79952085,round_light.jpg
32,2003,965,30,30,0.8343874,round_light.jpg
48,2016,1002,30,30,0.8875877,03_18_2023 LG 282 copy.jpg
67,2038,1037,30,30,0.7882086,small_round.jpg
50,2058,1086,30,30,0.88234043,03_18_2023 LG 282 copy.jpg
68,2080,1128,30,30,0.86056894,small_round.jpg
33,2107,1175,30,30,0.8034713,round_light.jpg
69,2117,1211,30,30,0.83553374,small_round.jpg
70,2136,1253,30,30,0.8277917,small_round.jpg
53,2150,1296,30,30,0.8365399,03_18_2023 LG 282 copy.jpg
55,2169,1337,30,30,0.8171493,03_18_2023 LG 282 copy.jpg
56,2199,1410,30,30,0.88104856,03_18_2023 LG 282 copy.jpg
59,2217,1448,30,30,0.82146645,03_18_2023 LG 282 copy.jpg
60,2234,1485,30,30,0.82860965,03_18_2023 LG 282 copy.jpg
63,2258,1560,30,30,0.8209746,03_18_2023 LG 282 copy.jpg
35,2276,1603,30,30,0.7939788,round_light.jpg
72,2302,1664,30,30,0.8351632,small_round.jpg
65,2312,1705,30,30,0.87975895,03_18_2023 LG 282 copy.jpg
3,2319,1523,30,30,0.8556808,left_back_bent.jpg
66,2325,1741,30,30,0.8434849,03_18_2023 LG 282 copy.jpg
38,2456,1877,30,30,0.78316516,round_light.jpg
