,x,y,w,h,score,match
56,133,1820,30,30,0.777928,03_18_2023 LG 282 copy.jpg
65,153,1770,30,30,0.85184985,small_round.jpg
63,170,1728,30,30,0.8966835,small_round.jpg
51,211,1619,30,30,0.9142116,03_18_2023 LG 282 copy.jpg
62,246,1546,30,30,0.9040117,small_round.jpg
49,273,1479,30,30,0.9182969,03_18_2023 LG 282 copy.jpg
8,273,1784,30,30,0.76833725,round_light.jpg
47,289,1442,30,30,0.9028837,03_18_2023 LG 282 copy.jpg
46,306,1406,30,30,0.9118672,03_18_2023 LG 282 copy.jpg
45,321,1370,30,30,0.9117126,03_18_2023 LG 282 copy.jpg
7,370,1301,30,30,0.82003486,round_light.jpg
42,373,1260,30,30,0.79453516,03_18_2023 LG 282 copy.jpg
40,390,1221,30,30,0.8751469,03_18_2023 LG 282 copy.jpg
38,410,1184,30,30,0.90585065,03_18_2023 LG 282 copy.jpg
35,453,1100,30,30,0.86481166,03_18_2023 LG 282 copy.jpg
61,476,1059,30,30,0.83108824,small_round.jpg
34,492,1021,30,30,0.84108967,03_18_2023 LG 282 copy.jpg
32,515,977,30,30,0.8413926,03_18_2023 LG 282 copy.jpg
60,566,890,30,30,0.8036932,small_round.jpg
30,582,848,30,30,0.8217387,03_18_2023 LG 282 copy.jpg
27,635,758,30,30,0.79212284,03_18_2023 LG 282 copy.jpg
26,683,673,30,30,0.7728827,03_18_2023 LG 282 copy.jpg
59,717,628,30,30,0.76154023,small_round.jpg
23,773,539,30,30,0.7556699,03_18_2023 LG 282 copy.jpg
1,789,678,30,30,0.7618022,left_back_bent.jpg
22,807,496,30,30,0.78127503,03_18_2023 LG 282 copy.jpg
0,830,614,30,30,0.79721117,left_back_bent.jpg
69,949,346,30,30,0.7702839,12_20_2022 LG 282 copy.jpg
57,994,304,30,30,0.76446277,small_round.jpg
12,1137,228,30,30,0.861874,middle round.jpg
14,1173,267,30,30,0.77844846,middle round.jpg
10,1188,214,30,30,0.82769406,middle round.jpg
13,1245,241,30,30,0.7593063,middle round.jpg
66,1328,207,30,30,0.8515982,12_20_2022 LG 282 copy.jpg
67,1373,212,30,30,0.85225993,12_20_2022 LG 282 copy.jpg
15,1386,270,30,30,0.86777306,middle round.jpg
11,1420,226,30,30,0.836037,middle round.jpg
16,1437,286,30,30,0.76396525,middle round.jpg
68,1474,245,30,30,0.79546475,12_20_2022 LG 282 copy.jpg
17,1568,314,30,30,0.87662965,03_18_2023 LG 282 copy.jpg
19,1618,358,30,30,0.8019588,03_18_2023 LG 282 copy.jpg
20,1655,389,30,30,0.8391783,03_18_2023 LG 282 copy.jpg
21,1723,464,30,30,0.80766696,03_18_2023 LG 282 copy.jpg
18,1757,357,30,30,0.82097644,03_18_2023 LG 282 copy.jpg
58,1761,503,30,30,0.7512913,small_round.jpg
24,1788,550,30,30,0.8379711,03_18_2023 LG 282 copy.jpg
25,1849,641,30,30,0.8351522,03_18_2023 LG 282 copy.jpg
2,1882,684,30,30,0.78973,left_back_bent.jpg
28,1922,767,30,30,0.804643,03_18_2023 LG 282 copy.jpg
29,1944,809,30,30,0.88261056,03_18_2023 LG 282 copy.jpg
5,1982,961,30,30,0.82291955,round_light.jpg
31,1985,887,30,30,0.8034521,03_18_2023 LG 282 copy.jpg
4,2022,935,30,30,0.79233056,round_light.jpg
33,2032,977,30,30,0.88387275,03_18_2023 LG 282 copy.jpg
6,2068,1028,30,30,0.7606633,round_light.jpg
36,2095,1101,30,30,0.9185127,03_18_2023 LG 282 copy.jpg
37,2112,1140,30,30,0.82633746,03_18_2023 LG 282 copy.jpg
39,2150,1215,30,30,0.88629514,03_18_2023 LG 282 copy.jpg
41,2166,1254,30,30,0.8937793,03_18_2023 LG 282 copy.jpg
43,2185,1291,30,30,0.9317936,03_18_2023 LG 282 copy.jpg
44,2222,1366,30,30,0.94695276,03_18_2023 LG 282 copy.jpg
48,2265,1474,30,30,0.95428145,03_18_2023 LG 282 copy.jpg
50,2295,1548,30,30,0.9995922,03_18_2023 LG 282 copy.jpg
52,2327,1620,30,30,0.94317263,03_18_2023 LG 282 copy.jpg
53,2341,1656,30,30,0.9092126,03_18_2023 LG 282 copy.jpg
54,2358,1693,30,30,0.92402774,03_18_2023 LG 282 copy.jpg
55,2373,1731,30,30,0.8716485,03_18_2023 LG 282 copy.jpg
64,2394,1767,30,30,0.82762355,small_round.jpg
9,2414,1812,30,30,0.79292935,round_light.jpg
3,2442,1783,30,30,0.75650775,left_back_bent.jpg
