,Unnamed: 0,x,y,w,h,type
0,0,47,1858,49,43,Tooth.TOOTH
1,1,59,1793,53,48,Tooth.TOOTH
2,2,80,1734,38,64,Tooth.TOOTH
3,3,96,1691,53,48,Tooth.TOOTH
4,4,114,1652,64,44,Tooth.TOOTH
5,5,127,1612,49,43,Tooth.TOOTH
6,6,147,1589,30,30,Tooth.GAP
7,7,167,1556,30,30,Tooth.TOOTH
8,8,183,1508,30,30,Tooth.TOOTH
9,9,204,1477,30,30,Tooth.TOOTH
10,10,206,1436,49,43,Tooth.TOOTH
11,11,235,1411,30,30,Tooth.TOOTH
12,12,238,1365,53,48,Tooth.TOOTH
13,13,265,1331,30,30,Tooth.TOOTH
14,14,272,1292,49,43,Tooth.TOOTH
15,15,306,1263,30,30,Tooth.GAP
16,16,318,1227,30,30,Tooth.TOOTH
17,17,330,1192,30,30,Tooth.TOOTH
18,18,341,1143,49,43,Tooth.TOOTH
19,19,368,1115,30,30,Tooth.TOOTH
20,20,378,1065,48,40,Tooth.TOOTH
21,21,403,1023,49,43,Tooth.TOOTH
22,22,420,985,48,40,Tooth.TOOTH
23,23,437,946,48,40,Tooth.TOOTH
24,24,467,901,49,43,Tooth.TOOTH
25,25,489,858,49,43,Tooth.TOOTH
26,26,507,817,48,40,Tooth.TOOTH
27,27,536,776,49,43,Tooth.TOOTH
28,28,563,739,30,30,Tooth.GAP
29,29,579,686,48,40,Tooth.TOOTH
30,30,609,644,49,43,Tooth.TOOTH
31,31,650,611,30,30,Tooth.GAP
32,32,667,553,38,60,Tooth.TOOTH
33,33,699,508,38,60,Tooth.TOOTH
34,34,731,466,38,60,Tooth.TOOTH
35,35,772,435,30,30,Tooth.TOOTH
36,36,806,388,30,30,Tooth.TOOTH
37,37,837,350,30,30,Tooth.TOOTH
38,38,874,331,30,30,Tooth.TOOTH
39,39,923,286,30,30,Tooth.GAP
40,40,955,246,30,30,Tooth.TOOTH
41,41,1006,232,30,30,Tooth.TOOTH
42,42,1039,186,38,60,Tooth.TOOTH
43,43,1089,168,38,60,Tooth.TOOTH
44,92,1148,180,30,30,Tooth.GAP
45,44,1188,147,38,60,Tooth.TOOTH
46,45,1242,160,30,30,Tooth.CENTER_G
47,46,1278,146,38,60,Tooth.TOOTH
48,47,1326,173,30,30,Tooth.GAP
49,48,1371,165,38,60,Tooth.TOOTH
50,49,1426,184,38,60,Tooth.TOOTH
51,50,1469,203,38,60,Tooth.TOOTH
52,51,1529,249,30,30,Tooth.TOOTH
53,52,1584,296,30,30,Tooth.TOOTH
54,53,1614,318,38,60,Tooth.TOOTH
55,54,1649,349,53,48,Tooth.TOOTH
56,55,1694,414,30,30,Tooth.GAP
57,56,1729,444,30,30,Tooth.TOOTH
58,57,1748,474,38,60,Tooth.TOOTH
59,58,1770,527,30,30,Tooth.GAP
60,59,1802,568,49,43,Tooth.TOOTH
61,60,1826,611,49,43,Tooth.TOOTH
62,61,1854,655,49,43,Tooth.TOOTH
63,62,1880,697,68,44,Tooth.TOOTH
64,63,1907,740,36,35,Tooth.TOOTH
65,64,1917,775,49,43,Tooth.TOOTH
66,65,1945,816,64,44,Tooth.TOOTH
67,66,1965,864,30,30,Tooth.GAP
68,67,1984,904,49,43,Tooth.TOOTH
69,68,2012,956,30,30,Tooth.TOOTH
70,69,2032,994,30,30,Tooth.GAP
71,70,2059,1034,30,30,Tooth.TOOTH
72,71,2065,1068,49,43,Tooth.TOOTH
73,72,2092,1118,30,30,Tooth.TOOTH
74,73,2112,1159,30,30,Tooth.TOOTH
75,74,2122,1185,30,30,Tooth.TOOTH
76,75,2145,1229,30,30,Tooth.TOOTH
77,76,2156,1260,30,30,Tooth.GAP
78,77,2166,1296,48,40,Tooth.TOOTH
79,78,2181,1332,48,40,Tooth.TOOTH
80,79,2208,1368,30,30,Tooth.TOOTH
81,80,2218,1407,30,30,Tooth.TOOTH
82,81,2227,1442,48,40,Tooth.TOOTH
83,82,2247,1481,64,44,Tooth.TOOTH
84,83,2272,1520,30,30,Tooth.GAP
85,84,2272,1551,48,40,Tooth.TOOTH
86,85,2303,1626,48,40,Tooth.TOOTH
87,86,2305,1593,30,30,Tooth.TOOTH
88,87,2320,1665,48,40,Tooth.TOOTH
89,88,2337,1702,48,40,Tooth.TOOTH
90,89,2368,1746,30,30,Tooth.TOOTH
91,90,2390,1803,30,30,Tooth.TOOTH
92,91,2411,1842,30,30,Tooth.TOOTH
