,x,y,w,h,score,match
65,47,1858,49,43,0.7611652,small_round.jpg
12,59,1793,53,48,0.82163334,top_left.jpg
70,80,1734,38,64,0.78728336,12_20_2022 LG 282 copy.jpg
11,96,1691,53,48,0.8589156,top_left.jpg
68,114,1652,64,44,0.78002906,left_angled.jpg
64,127,1612,49,43,0.8560787,small_round.jpg
10,173,1507,53,48,0.86847484,top_left.jpg
36,203,1875,38,60,0.804149,middle round.jpg
63,206,1436,49,43,0.8142591,small_round.jpg
9,238,1365,53,48,0.8392397,top_left.jpg
62,272,1292,49,43,0.8308949,small_round.jpg
69,310,1209,38,64,0.8388765,12_20_2022 LG 282 copy.jpg
5,333,1666,68,44,0.7848299,left_back_bent.jpg
61,341,1143,49,43,0.8406817,small_round.jpg
41,378,1065,48,40,0.8258162,03_18_2023 LG 282 copy.jpg
4,391,1122,68,44,0.7848927,left_back_bent.jpg
59,403,1023,49,43,0.82590616,small_round.jpg
46,415,1570,48,40,0.87557,03_18_2023 LG 282 copy.jpg
40,420,985,48,40,0.83493364,03_18_2023 LG 282 copy.jpg
39,437,946,48,40,0.84484816,03_18_2023 LG 282 copy.jpg
57,467,901,49,43,0.78017044,small_round.jpg
56,489,858,49,43,0.8414919,small_round.jpg
38,507,817,48,40,0.8032376,03_18_2023 LG 282 copy.jpg
3,512,921,68,44,0.7654994,left_back_bent.jpg
55,536,776,49,43,0.8046406,small_round.jpg
2,578,841,68,44,0.7530404,left_back_bent.jpg
37,579,686,48,40,0.7939054,03_18_2023 LG 282 copy.jpg
52,609,644,49,43,0.866734,small_round.jpg
34,667,553,38,60,0.85778636,middle round.jpg
33,699,508,38,60,0.82216495,middle round.jpg
31,731,466,38,60,0.7564258,middle round.jpg
0,811,439,68,44,0.8288605,left_back_bent.jpg
29,867,313,38,60,0.76939905,middle round.jpg
14,952,287,36,35,0.78874516,round_light.jpg
28,1037,244,38,60,0.76864296,middle round.jpg
21,1039,186,38,60,0.77105784,middle round.jpg
25,1075,227,38,60,0.80670345,middle round.jpg
19,1089,168,38,60,0.85340416,middle round.jpg
13,1175,203,36,35,0.78399456,round_light.jpg
17,1188,147,38,60,0.80394447,middle round.jpg
22,1227,191,38,60,0.7897579,middle round.jpg
16,1278,146,38,60,0.84586406,middle round.jpg
24,1289,205,38,60,0.8021775,middle round.jpg
18,1371,165,38,60,0.80032086,middle round.jpg
26,1388,229,38,60,0.80626833,middle round.jpg
20,1426,184,38,60,0.834577,middle round.jpg
27,1432,242,38,60,0.8201368,middle round.jpg
23,1469,203,38,60,0.7574693,middle round.jpg
30,1614,318,38,60,0.78835374,middle round.jpg
8,1649,349,53,48,0.7924107,top_left.jpg
32,1748,474,38,60,0.83194077,middle round.jpg
50,1802,568,49,43,0.8116016,small_round.jpg
51,1826,611,49,43,0.8363147,small_round.jpg
53,1854,655,49,43,0.7834618,small_round.jpg
1,1880,697,68,44,0.8023397,left_back_bent.jpg
15,1907,740,36,35,0.8612175,round_light.jpg
54,1917,775,49,43,0.783417,small_round.jpg
66,1945,816,64,44,0.78607833,left_angled.jpg
58,1984,904,49,43,0.7874745,small_round.jpg
60,2065,1068,49,43,0.8124042,small_round.jpg
35,2140,1222,38,60,0.801101,middle round.jpg
42,2166,1296,48,40,0.8082221,03_18_2023 LG 282 copy.jpg
43,2181,1332,48,40,0.7828175,03_18_2023 LG 282 copy.jpg
44,2227,1442,48,40,0.76782185,03_18_2023 LG 282 copy.jpg
67,2247,1481,64,44,0.7868895,left_angled.jpg
45,2272,1551,48,40,0.8044949,03_18_2023 LG 282 copy.jpg
47,2303,1626,48,40,0.81096613,03_18_2023 LG 282 copy.jpg
48,2320,1665,48,40,0.75228345,03_18_2023 LG 282 copy.jpg
49,2337,1702,48,40,0.7723543,03_18_2023 LG 282 copy.jpg
6,2387,1801,68,44,0.7506521,left_back_bent.jpg
7,2487,1809,68,44,0.7672749,left_back_bent.jpg
